ville,date,temperature,humidite,pluie,vent,description,score_meteo,ideal_temp,low_rain,low_wind
Antalaha,2022-01-17,30.1,87.0,0.0,12.4,inconnu,37,False,True,True
Antalaha,2022-01-18,30.8,86.0,18.7,13.6,inconnu,6,False,False,True
Antalaha,2022-01-19,29.9,87.0,3.7,11.6,inconnu,26,False,False,True
Antalaha,2022-01-20,28.9,89.0,20.9,10.0,inconnu,5,False,False,True
Antalaha,2022-01-21,29.2,89.0,20.2,14.6,inconnu,3,False,False,True
Antalaha,2022-01-22,28.1,90.0,38.0,12.2,inconnu,2,False,False,True
Antalaha,2022-01-23,26.1,92.0,32.1,9.1,inconnu,0,True,False,True
Antalaha,2022-01-24,27.6,90.0,22.7,9.8,inconnu,2,True,False,True
Antalaha,2022-01-25,25.5,92.0,35.3,11.0,inconnu,0,True,False,True
Antalaha,2022-01-26,27.1,86.0,5.9,17.0,inconnu,10,True,False,False
Antalaha,2022-01-27,28.2,78.0,2.6,18.7,inconnu,24,False,False,False
Antalaha,2022-01-28,29.9,77.0,0.4,19.0,inconnu,35,False,True,False
Antalaha,2022-01-29,29.4,83.0,0.0,22.3,inconnu,34,False,True,False
Antalaha,2022-01-30,30.1,84.0,7.3,15.8,inconnu,14,False,False,False
Antalaha,2022-01-31,31.3,79.0,1.5,20.5,inconnu,32,False,False,False
Antalaha,2022-02-01,31.4,78.0,0.0,20.7,inconnu,37,False,True,False
Antalaha,2022-02-02,32.2,76.0,0.0,15.9,inconnu,37,False,True,False
Antalaha,2022-02-03,31.4,81.0,1.6,19.5,inconnu,31,False,False,False
Antalaha,2022-02-04,30.2,85.0,0.3,18.2,inconnu,34,False,True,False
Antalaha,2022-02-05,30.9,84.0,0.0,11.8,inconnu,38,False,True,True
Antalaha,2022-02-06,30.6,88.0,0.0,13.1,inconnu,36,False,True,True
Antalaha,2022-02-07,30.5,85.0,0.0,11.2,inconnu,38,False,True,True
Antalaha,2022-02-08,30.4,88.0,25.6,12.1,inconnu,7,False,False,True
Antalaha,2022-02-09,29.3,88.0,8.1,11.1,inconnu,11,False,False,True
Antalaha,2022-02-10,28.8,88.0,5.4,13.4,inconnu,17,False,False,True
Antalaha,2022-02-11,28.6,87.0,5.6,15.6,inconnu,15,False,False,False
Antalaha,2022-02-12,27.8,87.0,5.2,14.0,inconnu,15,True,False,True
Antalaha,2022-02-13,28.3,88.0,4.1,15.6,inconnu,18,False,False,False
Antalaha,2022-02-14,30.2,84.0,2.4,17.3,inconnu,28,False,False,False
Antalaha,2022-02-15,29.9,82.0,3.6,14.1,inconnu,25,False,False,True
Antalaha,2022-02-16,29.0,87.0,12.8,13.2,inconnu,4,False,False,True
Antalaha,2022-02-17,30.8,82.0,3.7,23.4,inconnu,25,False,False,False
Antalaha,2022-02-18,30.5,79.0,0.0,23.3,inconnu,36,False,True,False
Antalaha,2022-02-19,31.0,78.0,1.2,17.1,inconnu,33,False,False,False
Antalaha,2022-02-20,31.9,74.0,0.0,16.0,inconnu,37,False,True,False
Antalaha,2022-02-21,33.3,78.0,1.6,15.8,inconnu,32,False,False,False
Antalaha,2022-02-22,31.3,83.0,0.4,21.0,inconnu,34,False,True,False
Antalaha,2022-02-23,31.1,85.0,0.0,17.7,inconnu,35,False,True,False
Antalaha,2022-02-24,31.1,85.0,0.1,10.7,inconnu,38,False,True,True
